,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected
3961,prime-mfg.com.au,,,,,,USERTrust RSA Domain Validation Secure Server CA,The USERTRUST Network,False,b'20200819000000Z',b'20210906235959Z',0,1620578692.9356244
3962,getpitstop.com,,,,,,Amazon,Amazon,False,b'20210228000000Z',b'20220329235959Z',0,1620578693.7749863
3963,www.beekenkamp.nl,,,,,,R3,Let's Encrypt,False,b'20210317090749Z',b'20210615090749Z',0,1620578694.063839
3964,cetconnect.org,,,,,,R3,Let's Encrypt,False,b'20210412113729Z',b'20210711113729Z',0,1620578694.5467103
3966,halbe.de,,,,,,R3,Let's Encrypt,False,b'20210419064017Z',b'20210718064017Z',0,1620578696.4405344
3967,matratzenschutz24.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200406000000Z',b'20220504235959Z',0,1620578696.6280334
3968,share.himaya.in,,,,,,GTS CA 1D2,Google Trust Services,False,b'20210313055544Z',b'20210611055544Z',0,1620578698.8207357
3969,*.follettlearning.com,Follett Corporation,US,,,,DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,False,b'20210121000000Z',b'20220221235959Z',0,1620578699.3691864
3971,www.xnxx-xnxx.space,,,,,,R3,Let's Encrypt,False,b'20210412031111Z',b'20210711031111Z',0,1620578702.6186595
3972,lerdorf.com,,,,,,R3,Let's Encrypt,False,b'20210411195641Z',b'20210710195641Z',0,1620578703.1895168
3973,deltadiscoverygroup.com,,,,,,R3,Let's Encrypt,False,b'20210421045043Z',b'20210720045043Z',21,1620578704.00521
3974,mendowine.com,,,,,,R3,Let's Encrypt,False,b'20210320152517Z',b'20210618152517Z',0,1620578705.3486662
3975,outbackteambuilding.com,,,,,,R3,Let's Encrypt,False,b'20210502110611Z',b'20210731110611Z',0,1620578705.7763107
3976,www.tudor-tailor.be,,,,,,R3,Let's Encrypt,False,b'20210419232705Z',b'20210718232705Z',0,1620578707.0705073
3977,careeracademy.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20201230165737Z',b'20211215185424Z',0,1620578708.599344
3978,ideariposo.it,,,,,,R3,Let's Encrypt,False,b'20210311122515Z',b'20210609122515Z',0,1620578708.9214156
3979,digitalhealth.london,,,,,,R3,Let's Encrypt,False,b'20210403224848Z',b'20210702224848Z',0,1620578711.0355866
3980,silverchef.com.au,,,,,,R3,Let's Encrypt,False,b'20210410171508Z',b'20210709171508Z',0,1620578714.5679138
3982,labarbecue.com,,,,,,R3,Let's Encrypt,False,b'20210312164210Z',b'20210610164210Z',0,1620578716.2043352
3983,www.homznspace.com,,,,,,R3,Let's Encrypt,False,b'20210310185617Z',b'20210608185617Z',0,1620578716.7505622
3985,southcitykitchen.com,,,,,,R3,Let's Encrypt,False,b'20210409023339Z',b'20210708023339Z',0,1620578719.407427
3987,simplelearningblog.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210328000000Z',b'20220328235959Z',0,1620578720.32739
3988,usblackchambers.org,,,,,,R3,Let's Encrypt,False,b'20210507142803Z',b'20210805142803Z',0,1620578721.853291
3989,7samuraisakeonline.com.au,,,,,,R3,Let's Encrypt,False,b'20210316011850Z',b'20210614011850Z',0,1620578722.8754566
3990,cpcalendars.eriecanal.org,,,,,,R3,Let's Encrypt,False,b'20210416023538Z',b'20210715023538Z',0,1620578723.417231
3991,www.xn--n3ccfd6bb5ax4exa6b5nvb.com,,,,,,GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,False,b'20210505040908Z',b'20210608151737Z',0,1620578725.4727783
3992,www.zfmk.de,,,,,,R3,Let's Encrypt,False,b'20210405124133Z',b'20210704124133Z',0,1620578726.753341
3993,www.cityofsouthgate.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200917000000Z',b'20210917235959Z',0,1620578727.2501707
3994,www.szyjxm.com,,,,,,R3,Let's Encrypt,False,b'20210506013739Z',b'20210804013739Z',0,1620578728.2243896
3995,tech-bio.net,,,,,,TrustAsia TLS RSA CA,"TrustAsia Technologies, Inc.",False,b'20201203000000Z',b'20211202235959Z',0,1620578732.9697864
3996,proartsgallery.org,,,,,,R3,Let's Encrypt,False,b'20210412184628Z',b'20210711184628Z',0,1620578734.62733
3997,*.zenbox.pl,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20190613000000Z',b'20210910235959Z',0,1620578734.784415
3998,phgsecure.com,,,,,,Amazon,Amazon,False,b'20210109000000Z',b'20220206235959Z',0,1620578736.2201188
3999,www.artforum.com.cn,,,,,,R3,Let's Encrypt,False,b'20210315053512Z',b'20210613053512Z',0,1620578737.8196185
4000,www.profitfirstbook.com,,,,,,R3,Let's Encrypt,False,b'20210507125550Z',b'20210805125550Z',0,1620578738.4015367
4003,officialauthenticseahawksstores.com,,,,,,officialauthenticseahawksstores.com,,True,b'20200110091615Z',b'20210109091615Z',10,1620578739.8962972
4006,www.fragsburg.com,,,,,,R3,Let's Encrypt,False,b'20210330191740Z',b'20210628191740Z',0,1620578741.1324887
4007,scienzenotizie.it,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210318000000Z',b'20220418235959Z',0,1620578741.4112244
4008,lavishalice.com,,,,,,R3,Let's Encrypt,False,b'20210414165226Z',b'20210713165226Z',0,1620578741.5663197
4009,snipercontent.ru,XX,XX,,,,snipercontent.ru,XX,False,b'20200602122226Z',b'20210601122226Z',18,1620578744.8018956
4010,brytlogistics.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210320000000Z',b'20210618235959Z',0,1620578746.5399146
4012,*.jobs.lu,,,,,,Amazon,Amazon,False,b'20200805000000Z',b'20210905120000Z',0,1620578751.1998236
4014,environmentalaction.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210323000000Z',b'20210621235959Z',0,1620578752.889571
4017,sea2table.com,,,,,,R3,Let's Encrypt,False,b'20210329205044Z',b'20210627205044Z',0,1620578757.3201673
4021,*.guc.edu.eg,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201031000000Z',b'20211130235959Z',0,1620578763.4085371
4022,kvpor-rf.ru,,,,,,R3,Let's Encrypt,False,b'20210503070434Z',b'20210801070434Z',0,1620578763.7493582
4023,my.netzero.net,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200907072411Z',b'20210918111409Z',0,1620578764.2686412
4024,kaleyra.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200831000000Z',b'20210831235959Z',0,1620578765.5048788
4025,lstnsound.com,,,,,,R3,Let's Encrypt,False,b'20210502073616Z',b'20210731073616Z',0,1620578765.622934
4026,sosgame.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210331000000Z',b'20210629235959Z',0,1620578768.029071
4027,toranji.ir,,,,,,R3,Let's Encrypt,False,b'20210321044727Z',b'20210619044727Z',0,1620578770.5835254
4028,*.sigma-imaging-uk.com,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200605000000Z',b'20210605120000Z',0,1620578771.7914233
4029,nobrefrutas.com.br,,,,,,R3,Let's Encrypt,False,b'20210501003253Z',b'20210730003253Z',0,1620578772.3635254
4030,savewater.smarterinitiative.com,,,,,,Amazon,Amazon,False,b'20210330000000Z',b'20220428235959Z',0,1620578773.6328306
4031,hnp.org,,,,,,R3,Let's Encrypt,False,b'20210415204432Z',b'20210714204432Z',0,1620578774.0175796
4032,aaws3.creativecomputer.ms,,,,,,R3,Let's Encrypt,False,b'20210315124936Z',b'20210613124936Z',0,1620578774.3811471
4033,acuarelamusic.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200608171843Z',b'20210608171843Z',0,1620578777.4574986
4034,scienceclub.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210226000000Z',b'20210527235959Z',0,1620578778.0126705
4035,sacredrides.com,,,,,,R3,Let's Encrypt,False,b'20210331153739Z',b'20210629153739Z',0,1620578778.3646264
4036,*.opisto.fr,,,,,,Gandi Standard SSL CA 2,Gandi,False,b'20200828000000Z',b'20210828235959Z',0,1620578778.4670956
4038,www.lichfieldgarrick.com,,,,,,R3,Let's Encrypt,False,b'20210504090505Z',b'20210802090505Z',0,1620578779.2885385
4039,welivedhappilyeverafter.com,,,,,,R3,Let's Encrypt,False,b'20210430012728Z',b'20210729012728Z',0,1620578779.7213862
4040,rum.adminsite.cz,Adminsite.cz,CZ,,,,CA Wallachian Laboratories,"Valasske laboratore, spol. s r.o.",False,b'20161127054719Z',b'20261125054719Z',21,1620578780.0605433
4041,www.landgoednienoord.nl,,,,,,R3,Let's Encrypt,False,b'20210419114030Z',b'20210718114030Z',0,1620578780.2040677
4043,www.whitelight.ltd.uk,,,,,,RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,False,b'20201111000000Z',b'20211126235959Z',0,1620578781.7597208
4044,permagard.co.uk,,,,,,R3,Let's Encrypt,False,b'20210420220021Z',b'20210719220021Z',0,1620578781.9661283
4048,www.i2ocr.com,,,,,,R3,Let's Encrypt,False,b'20210409032220Z',b'20210708032220Z',0,1620578786.301416
4049,beanninjas.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20210426000000Z',b'20220425235959Z',0,1620578787.8076856
4050,castellomeleto.it,,,,,,R3,Let's Encrypt,False,b'20210501214149Z',b'20210730214149Z',0,1620578788.1082606
4051,gressviktannklinikk.no,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201008000000Z',b'20211107235959Z',0,1620578788.350159
4052,*.alfahosting-server.de,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200213000000Z',b'20220221235959Z',0,1620578788.5609932
4053,urgences-serveur.fr,,,,,,R3,Let's Encrypt,False,b'20210321032110Z',b'20210619032110Z',0,1620578788.8674085
4054,cpcalendars.romanianvoice.com,,,,,,R3,Let's Encrypt,False,b'20210316031154Z',b'20210614031154Z',0,1620578789.2886772
4055,server-price.ru,,,,,,R3,Let's Encrypt,False,b'20210425231121Z',b'20210724231121Z',0,1620578792.8459496
4056,qrcodescanneronline.com,,,,,,R3,Let's Encrypt,False,b'20210424043251Z',b'20210723043251Z',0,1620578796.331125
4057,www.siamatsiam.com,,,,,,R3,Let's Encrypt,False,b'20210315161324Z',b'20210613161324Z',0,1620578798.3893423
4059,pcbreverse.com,,,,,,TrustAsia TLS RSA CA,"TrustAsia Technologies, Inc.",False,b'20201214000000Z',b'20211213235959Z',0,1620578800.3015199
4060,puma.io,,,,,,R3,Let's Encrypt,False,b'20210317165006Z',b'20210615165006Z',0,1620578800.5739472
4061,linedoor.ru,,,,,,R3,Let's Encrypt,False,b'20210402071102Z',b'20210701071102Z',0,1620578800.823981
4062,nakedcity.net,,,,,,R3,Let's Encrypt,False,b'20210428192600Z',b'20210727192600Z',0,1620578801.1912658
4063,*.egais.ru,Federal'naya sluzhba po regulirovaniyu alkogol'nogo rynka,RU,,,,Thawte RSA CA 2018,DigiCert Inc,False,b'20200525000000Z',b'20210625120000Z',21,1620578801.608365
4064,webdisk.youblog.net,,,,,,R3,Let's Encrypt,False,b'20210501103457Z',b'20210730103457Z',0,1620578803.1043248
4066,skyscanner.com.tr,,,,,,R3,Let's Encrypt,False,b'20210503081348Z',b'20210801081348Z',0,1620578804.1332684
4068,www.berliner-fussball.de,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210220000000Z',b'20220323235959Z',0,1620578804.728268
4069,abounderrattelser.fi,,,,,,R3,Let's Encrypt,False,b'20210411030425Z',b'20210710030425Z',0,1620578804.99137
4070,k2ie.net,,,,,,R3,Let's Encrypt,False,b'20210415061949Z',b'20210714061949Z',0,1620578805.3570118
4071,*.selectline.de,SelectLine Software GmbH,DE,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",False,b'20200108113144Z',b'20220309113144Z',0,1620578806.4738698
4072,aceondo.net,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",True,b'20170911101902Z',b'20180911101902Z',10,1620578808.3508496
4073,*.xtremek9.co.uk,,,,,,R3,Let's Encrypt,False,b'20210413073419Z',b'20210712073419Z',0,1620578810.6738372
4074,casapiubella.repliqueluxemontre.com,,,,,,casapiubella.repliqueluxemontre.com,,False,b'20200612220108Z',b'20210612220108Z',18,1620578811.332991
4075,ukostra.ua,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200802000000Z',b'20210805235959Z',0,1620578811.7696967
4076,maiutazas.hu,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200224000000Z',b'20220223235959Z',0,1620578811.9697883
4077,www.webwatch.be,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20190419000000Z',b'20210617120000Z',0,1620578812.1340952
4079,privilegeibiza.com,,,,,,R3,Let's Encrypt,False,b'20210425060112Z',b'20210724060112Z',0,1620578812.4597893
4082,citater.ru,,,,,,R3,Let's Encrypt,False,b'20210418155928Z',b'20210717155928Z',0,1620578813.163014
4083,cagreens.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210401000000Z',b'20210630235959Z',0,1620578813.8321772
4086,www.apnapaisa.com,Andromeda Sales and Distribution Private Limited,IN,,,,Entrust Certification Authority - L1K,"Entrust, Inc.",False,b'20210422024917Z',b'20220331024917Z',0,1620578817.0311852
4087,*.1blu.de,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200602000000Z',b'20220602235959Z',0,1620578817.9159844
4088,eslovsstenhuggeri.se,,,,,,R3,Let's Encrypt,False,b'20210324122810Z',b'20210622122810Z',0,1620578819.1540203
4089,huset.no,,,,,,R3,Let's Encrypt,False,b'20210326211050Z',b'20210624211050Z',0,1620578819.5623176
4090,adamtoren.nl,,,,,,R3,Let's Encrypt,False,b'20210506233701Z',b'20210804233701Z',0,1620578819.6936104
4091,transition-buelach.ch,,,,,,R3,Let's Encrypt,False,b'20210320025732Z',b'20210618025732Z',0,1620578820.8572817
4093,*.dissonance.wiki,,,,,,R3,Let's Encrypt,True,b'20201208090435Z',b'20210308090435Z',10,1620578823.6347647
4094,luxprize.eu,,,,,,R3,Let's Encrypt,False,b'20210409040047Z',b'20210708040047Z',0,1620578823.9514165
4095,billiondollargraphics.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20210427104955Z',b'20220529104955Z',0,1620578825.4927185
4099,mail.libertybasic.com,,,,,,R3,Let's Encrypt,False,b'20210404063234Z',b'20210703063234Z',0,1620578827.3937144
4101,666brazzers.com,,,,,,R3,Let's Encrypt,False,b'20210319002714Z',b'20210617002714Z',0,1620578829.8037167
4102,ukmix.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210403000000Z',b'20210702235959Z',0,1620578829.9240994
4103,johnodonohue.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210319000000Z',b'20210617235959Z',0,1620578830.431229
4104,arkency.com,,,,,,R3,Let's Encrypt,False,b'20210414050022Z',b'20210713050022Z',0,1620578830.6690896
4105,www.alcro.se,Tikkurila Oyj,FI,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,False,b'20200211000000Z',b'20220411120000Z',0,1620578831.8252954
4106,longwayround.com,,,,,,R3,Let's Encrypt,False,b'20210324165803Z',b'20210622165803Z',0,1620578831.9545536
4107,k-team.com,,,,,,R3,Let's Encrypt,False,b'20210501222955Z',b'20210730222955Z',0,1620578832.1418386
4108,cpcontacts.acsystemsct.com,,,,,,R3,Let's Encrypt,False,b'20210316150927Z',b'20210614150927Z',0,1620578832.5735319
4110,*.asteroidoccultation.com,,,,,,R3,Let's Encrypt,False,b'20210423041105Z',b'20210722041105Z',0,1620578833.621706
4112,dynamic-woods.eu,,,,,,R3,Let's Encrypt,False,b'20210403112545Z',b'20210702112545Z',0,1620578835.098244
4114,alliantenergycenter.com,,,,,,R3,Let's Encrypt,False,b'20210428164432Z',b'20210727164432Z',0,1620578835.8195472
4115,secretescorts.co.uk,,,,,,R3,Let's Encrypt,False,b'20210415204844Z',b'20210714204844Z',0,1620578836.151571
4116,pour-lerection-fr.eu,,,,,,R3,Let's Encrypt,False,b'20210423191329Z',b'20210722191329Z',0,1620578836.3807232
4117,blackinfashioncouncil.com,,,,,,R3,Let's Encrypt,False,b'20210417175245Z',b'20210716175245Z',0,1620578837.7778203
4119,realmserver.com,,,,,,R3,Let's Encrypt,False,b'20210420155021Z',b'20210719155021Z',0,1620578839.6168053
4123,www.mdbr.it,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201113000000Z',b'20211113235959Z',0,1620578842.2463481
4124,navodayaresult2019.com,,,,,,R3,Let's Encrypt,False,b'20210417190828Z',b'20210716190828Z',0,1620578843.9305274
4125,www.mbjairport.com,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200520000000Z',b'20220719120000Z',0,1620578844.4224641
4126,radeon.ru,,,,,,R3,Let's Encrypt,False,b'20210508204217Z',b'20210806204217Z',0,1620578844.8415284
4127,www.clivar.org,自然资源部第一海洋研究所,CN,,,,GeoTrust CN RSA CA G1,DigiCert Inc,False,b'20201210000000Z',b'20211213235959Z',0,1620578845.5556705
4128,portugalvisitor.com,,,,,,R3,Let's Encrypt,False,b'20210411080542Z',b'20210710080542Z',0,1620578846.3120303
4129,iglo.be,Nomad Foods Europe,GB,,,,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,False,b'20200116163702Z',b'20220116084924Z',0,1620578847.7602644
4130,themostfamousartist.com,,,,,,R3,Let's Encrypt,False,b'20210320162331Z',b'20210618162331Z',0,1620578848.097767
4131,*.yolandaandres.com,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,False,b'20200901000000Z',b'20210915120000Z',0,1620578848.2357833
4133,regionalsportaccord.sport,,,,,,R3,Let's Encrypt,False,b'20210317091415Z',b'20210615091415Z',0,1620578850.301518
4134,mezogazdasagimuzeum.hu,Magyar Mezőgazdasági Múzeum és Könyvtár,HU,,,,GEANT OV RSA CA 4,GEANT Vereniging,False,b'20200716000000Z',b'20220716235959Z',0,1620578851.5477128
4136,*.fitnessrocks.org,,,,,,R3,Let's Encrypt,False,b'20210402054256Z',b'20210701054256Z',0,1620578853.3381765
4137,thefunnyfarm.net,,,,,,thefunnyfarm.net,,True,b'20180516013818Z',b'20190516013818Z',10,1620578853.809372
4138,cbdlabscorp.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20210218100510Z',b'20220319232803Z',0,1620578854.0535917
4140,jonathanlevineprojects.com,,,,,,R3,Let's Encrypt,False,b'20210401171504Z',b'20210630171504Z',0,1620578854.7118134
4141,*.tus-breitenthal.de,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,False,b'20210201000000Z',b'20220214235959Z',0,1620578855.025793
4142,wanrongyuanlin.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210310000000Z',b'20210608235959Z',0,1620578855.538859
4144,www.question-defense.com,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200707000000Z',b'20220806120000Z',0,1620578857.4282858
4146,www.ebox-auto.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210115000000Z',b'20220207235959Z',0,1620578861.1822705
4147,credits.com,,,,,,R3,Let's Encrypt,False,b'20210324170044Z',b'20210622170044Z',0,1620578861.3500135
4148,parkrangerjohn.com,,,,,,R3,Let's Encrypt,False,b'20210316085554Z',b'20210614085554Z',0,1620578862.226851
4150,*.managed.com,"Deluxe Small Business Sales, Inc.",US,,,,DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,False,b'20210106000000Z',b'20220206235959Z',0,1620578862.9404771
4151,grundstoff.net,,,,,,R3,Let's Encrypt,False,b'20210328215152Z',b'20210626215152Z',0,1620578863.3399103
4152,www.ejv.be,,,,,,R3,Let's Encrypt,False,b'20210423000425Z',b'20210722000425Z',0,1620578863.8041432
4153,coreandmain.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200701000000Z',b'20210701120000Z',0,1620578863.961551
4155,*.stadtwerke-muenster.de,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200415000000Z',b'20220614120000Z',0,1620578864.6171951
4156,johnnyspizza.com,,,,,,R3,Let's Encrypt,False,b'20210405132452Z',b'20210704132452Z',0,1620578865.9366686
4157,canarsiecourier.com,,,,,,R3,Let's Encrypt,False,b'20210413141256Z',b'20210712141256Z',0,1620578866.4717484
4158,webmail.buzzapplications.com,,,,,,R3,Let's Encrypt,False,b'20210502045255Z',b'20210731045255Z',0,1620578866.9148948
4160,leukegeit.nl,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200702000000Z',b'20210702120000Z',0,1620578870.2704499
4161,enes-expo.ru,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210326000000Z',b'20210624235959Z',0,1620578870.5538337
4162,zeropercent.us,,,,,,R3,Let's Encrypt,False,b'20210502083503Z',b'20210731083503Z',0,1620578871.6159654
4163,mrjfunk.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20210427004516Z',b'20220427004516Z',0,1620578872.1695714
4164,realandquirky.com,,,,,,R3,Let's Encrypt,False,b'20210325163435Z',b'20210623163435Z',0,1620578872.7129886
4165,fox47.com,,,,,,Amazon,Amazon,False,b'20210409000000Z',b'20220508235959Z',0,1620578872.9755495
4166,*.fanplayr.com,,,,,,Amazon,Amazon,False,b'20210123000000Z',b'20220220235959Z',0,1620578875.1261022
4167,hotelstartup.ru,,,,,,R3,Let's Encrypt,False,b'20210421234426Z',b'20210720234426Z',0,1620578875.4606514
4168,esg.fr,,,,,,R3,Let's Encrypt,False,b'20210329162555Z',b'20210627162555Z',0,1620578875.6769788
4169,cascadeag.us,,,,,,R3,Let's Encrypt,False,b'20210506120514Z',b'20210804120514Z',0,1620578876.3491237
4172,csrcambodia.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210319000000Z',b'20210617235959Z',0,1620578879.3416083
4175,www.outlandertvnews.com,,,,,,R3,Let's Encrypt,False,b'20210413083940Z',b'20210712083940Z',0,1620578880.1046953
4176,*.aethro-kinematics.com,,,,,,R3,Let's Encrypt,False,b'20210408232252Z',b'20210707232252Z',0,1620578880.8515382
4177,golfintahoe.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201202000000Z',b'20211202235959Z',0,1620578881.463545
4179,meattradenewsdaily.co.uk,,,,,,R3,Let's Encrypt,False,b'20210504220501Z',b'20210802220501Z',0,1620578882.4115484
4182,198.8.93.201,,,,,,COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,True,b'20160909155815Z',b'20170909155815Z',10,1620578883.4099936
4186,jo20.com,,,,,,R3,Let's Encrypt,False,b'20210502140030Z',b'20210731140030Z',0,1620578885.8848186
4187,*.publicissapient.fr,Publicis Groupe S.A.,FR,,,,COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,False,b'20190611000000Z',b'20210610235959Z',0,1620578888.3002422
4188,safex.io,,,,,,R3,Let's Encrypt,False,b'20210317180045Z',b'20210615180045Z',0,1620578888.715713
4189,www.hannarv.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20210316144058Z',b'20220316144058Z',0,1620578889.5667524
4191,cabaretvert.com,,,,,,R3,Let's Encrypt,False,b'20210503111927Z',b'20210801111927Z',0,1620578890.152489
4192,*.ueshima-coffee-ten.jp,,,,,,Amazon,Amazon,False,b'20200619000000Z',b'20210719120000Z',0,1620578890.9887931
4193,getfabric.com,,,,,,R3,Let's Encrypt,False,b'20210407082300Z',b'20210706082300Z',0,1620578892.4574063
4196,lapenderiedechloe.com,,,,,,R3,Let's Encrypt,False,b'20210406070917Z',b'20210705070917Z',0,1620578893.056229
4197,*.victoriaville.ca,Ville de Victoriaville,CA,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,False,b'20200819000000Z',b'20210920000000Z',0,1620578894.6761165
4198,lalafo.com,,,,,,R3,Let's Encrypt,False,b'20210502233204Z',b'20210731233204Z',0,1620578894.9634905
4201,www.bigbrotherawards.at,,,,,,Let's Encrypt Authority X3,Let's Encrypt,True,b'20181111202055Z',b'20190209202055Z',10,1620578896.278195
4203,cip.nl,,,,,,R3,Let's Encrypt,False,b'20210312123936Z',b'20210610123936Z',0,1620578896.5600352
4204,www.tunnock.co.uk,,,,,,R3,Let's Encrypt,False,b'20210505093756Z',b'20210803093756Z',0,1620578896.7186413
4205,iffboston.org,,,,,,R3,Let's Encrypt,False,b'20210415030015Z',b'20210714030015Z',0,1620578897.0777164
4206,www.le-tout-lyon.fr,,,,,,R3,Let's Encrypt,False,b'20210322155312Z',b'20210620155312Z',0,1620578897.8779593
4207,thedomesticgeekblog.com,,,,,,COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,True,b'20181231000000Z',b'20191231235959Z',10,1620578898.4477663
4210,thehamperemporium.com.au,,,,,,R3,Let's Encrypt,False,b'20210417131657Z',b'20210716131657Z',0,1620578900.9679997
4211,jspell.com,,,,,,Amazon,Amazon,False,b'20201211000000Z',b'20220109235959Z',0,1620578901.1083975
4212,familiya.shop,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200422000000Z',b'20220423235959Z',0,1620583961.4871674
4213,www.moetp.ru,,,,,,GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,False,b'20210122074713Z',b'20210606145119Z',21,1620578901.7164092
4214,observatoriodasmetropoles.net.br,,,,,,R3,Let's Encrypt,False,b'20210429020820Z',b'20210728020820Z',0,1620578903.4896064
4218,justdropped.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200827000000Z',b'20210906235959Z',21,1620578907.196308
4219,cluster002.hosting.ovh.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210112000000Z',b'20220112235959Z',0,1620578907.436402
4220,m.sevresciteceramique.fr,,,,,,R3,Let's Encrypt,False,b'20210405084300Z',b'20210704084300Z',0,1620578907.5992403
4221,send.turbulencetraining.com,,,,,,R3,Let's Encrypt,False,b'20210425043318Z',b'20210724043318Z',0,1620578907.8975208
4223,*.blog.exactoffice.co.uk,,,,,,R3,Let's Encrypt,False,b'20210422185300Z',b'20210721185300Z',0,1620578908.530616
4224,*.bchockey.net,,,,,,GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,False,b'20201209000000Z',b'20220109235959Z',0,1620578909.1879404
4225,localimmo.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210421000000Z',b'20210720235959Z',0,1620578909.4795187
4228,*.websiteseguro.com,,,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,False,b'20210303182600Z',b'20220404182600Z',0,1620578911.1056595
4229,*.dataport.de,Dataport Anstalt des öffentlichen Rechts,DE,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,False,b'20200203000000Z',b'20220325120000Z',0,1620578911.5866416
