,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected
165,*.kalea-poke.de,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,0.0,b'20200618000000Z',b'20210702120000Z',0,1620479587.2558157
167,netflix.avsita-oil.de,,,,,,R3,Let's Encrypt,0.0,b'20210315111601Z',b'20210613111601Z',0,1620479587.771868
170,irenterprises.in,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210319000000Z',b'20210617235959Z',0,1620479588.0525541
171,*.webpremios.com.br,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200531000000Z',b'20220829235959Z',0,1620479587.5258057
173,wirtschaft.baesweiler.de,,,,,,Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",0.0,b'20201008065259Z',b'20211008065259Z',0,1620479587.7764177
174,xn--ugbd1cbxo23egh.com,,,,,,xn--ugbd1cbxo23egh.com,,1.0,b'20200216214105Z',b'20210215214105Z',10,1620479586.8987727
175,galvanotehnik.rs,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210310000000Z',b'20210608235959Z',0,1620479587.135977
181,es.tl,,,,,,R3,Let's Encrypt,0.0,b'20210317083039Z',b'20210615083039Z',0,1620479588.0578818
182,webmail.dancefaridabaddance.com,,,,,,R3,Let's Encrypt,0.0,b'20210217173233Z',b'20210518173233Z',0,1620479587.0207953
186,appieid.us.com,,,,,,R3,Let's Encrypt,0.0,b'20210302170918Z',b'20210531170918Z',0,1620479587.3956373
188,br4.in,,,,,,Amazon,Amazon,0.0,b'20200724000000Z',b'20210824120000Z',0,1620479587.3221245
190,sirak.se,,,,,,R3,Let's Encrypt,0.0,b'20210323034425Z',b'20210621034425Z',0,1620479587.8876565
191,20-46-244-72.cprapid.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210411000000Z',b'20220411235959Z',0,1620479587.5293083
194,webwave.dev,,,,,,R3,Let's Encrypt,0.0,b'20210413062047Z',b'20210712062047Z',0,1620479587.721794
196,kontoopdatering.appleld.dk.opdatering.dspbrand.com,,,,,,R3,Let's Encrypt,0.0,b'20210309102407Z',b'20210607102407Z',0,1620479586.6543055
200,*.vendors-paxful.com,,,,,,R3,Let's Encrypt,0.0,b'20210317103609Z',b'20210615103609Z',0,1620479587.4319298
201,sorinandronic.com,,,,,,R3,Let's Encrypt,0.0,b'20210409121931Z',b'20210708121931Z',0,1620479587.1652763
203,iconunmanned.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210411000000Z',b'20210710235959Z',0,1620479587.3873575
207,orange-bvd.cosavostra.com,,,,,,R3,Let's Encrypt,0.0,b'20210301083944Z',b'20210530083944Z',0,1620479587.7308314
210,admin.casa.it.happyhouseitalia.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210324000000Z',b'20210622235959Z',0,1620479587.859736
211,standie.com,,,,,,R3,Let's Encrypt,0.0,b'20210407191215Z',b'20210706191215Z',0,1620479586.9822414
213,shrunken.com,,,,,,R3,Let's Encrypt,0.0,b'20210401061813Z',b'20210630061813Z',0,1620479587.040453
214,www.startseite-verden.de,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200714000000Z',b'20220714235959Z',0,1620479587.2958086
215,servlices.runescape.com-oa.ru,,,,,,R3,Let's Encrypt,0.0,b'20210416040947Z',b'20210715040947Z',0,1620479587.9848585
221,macd.org.mn,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210403000000Z',b'20210702235959Z',0,1620479587.4522562
223,2fa.bthei.com,British Telecommunications plc,GB,,,,DigiCert Global CA G2,DigiCert Inc,0.0,b'20200225000000Z',b'20220526120000Z',0,1620479586.869493
224,alquileres.com.py,,,,,,R3,Let's Encrypt,0.0,b'20210221130806Z',b'20210522130806Z',0,1620479587.0664735
227,paperboatmedia.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200727000000Z',b'20210727235959Z',0,1620479586.9957018
229,i-kiwi.com.ua,,,,,,R3,Let's Encrypt,0.0,b'20210223033509Z',b'20210524033509Z',0,1620479586.82888
232,westexstones.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20210330155524Z',b'20220501155524Z',0,1620479587.554928
235,www.mahdistock.com,,,,,,R3,Let's Encrypt,0.0,b'20210314005205Z',b'20210612005205Z',0,1620479586.8060322
236,grocery-store.4pillarglobal.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210320000000Z',b'20210618235959Z',0,1620479587.8752036
237,*.notariagalvez.com,,,,,,R3,Let's Encrypt,0.0,b'20210305042620Z',b'20210603042620Z',0,1620479587.7788374
238,cliniqtec.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210211000000Z',b'20210512235959Z',0,1620479587.6478262
239,aibbankings.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210223000000Z',b'20220223235959Z',0,1620479587.8687441
241,webdisk.charperimagedesign.com,,,,,,R3,Let's Encrypt,0.0,b'20210313103321Z',b'20210611103321Z',0,1620479588.0143209
242,nhsmgt-pp.cf,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210312000000Z',b'20210610235959Z',0,1620479586.9600306
243,kartarky-online.cz,,,,,,R3,Let's Encrypt,0.0,b'20210210010224Z',b'20210511010224Z',0,1620479587.6247773
245,29studios-com02.nh-serv.co.uk,,,,,,R3,Let's Encrypt,0.0,b'20210418041115Z',b'20210717041115Z',0,1620479586.8496056
248,httpsservices.runescape.com-fn.ru,,,,,,R3,Let's Encrypt,0.0,b'20210416113137Z',b'20210715113137Z',0,1620479587.4712188
249,aahoustontexas.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200716000000Z',b'20210716235959Z',0,1620479587.1447809
253,*.hosttech.eu,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210210000000Z',b'20220210235959Z',0,1620479587.4621935
254,*.rewardgateway.co.uk,REWARD GATEWAY (UK) LTD,GB,,,,Thawte RSA CA 2018,DigiCert Inc,0.0,b'20201012000000Z',b'20211113000000Z',0,1620479587.8453968
257,rm-uk-delivery-fee.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210412000000Z',b'20220412235959Z',0,1620479587.560375
258,agendabeliving.com.br,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210330000000Z',b'20210628235959Z',0,1620479586.9993086
259,ambientaris.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210410000000Z',b'20210709235959Z',0,1620479588.073198
260,www.amazon-check-co-jp.i4b.top,,,,,,R3,Let's Encrypt,0.0,b'20210411175659Z',b'20210710175659Z',0,1620479586.7889285
263,codesandbox.io,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0.0,b'20200619000000Z',b'20210619120000Z',0,1620479586.938698
265,gayatriprojects.com,,,,,,R3,Let's Encrypt,0.0,b'20210414170836Z',b'20210713170836Z',0,1620479586.6625538
270,protect.sabzgoltab.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210203000000Z',b'20210504235959Z',0,1620479587.9457393
272,live-site.hopto.me,,,,,,R3,Let's Encrypt,0.0,b'20210220060441Z',b'20210521060441Z',0,1620479587.299387
273,www.tsuzuki.co.id,,,,,,R3,Let's Encrypt,0.0,b'20210303003143Z',b'20210601003143Z',0,1620479587.3649714
275,netflix.updatebillingdetail.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210407000000Z',b'20220407235959Z',0,1620479587.7084565
279,margarita.md,,,,,,R3,Let's Encrypt,0.0,b'20210326091011Z',b'20210624091011Z',0,1620479586.7396266
281,www.t-online.de.rongouniversitychaplaincy.com,,,,,,R3,Let's Encrypt,0.0,b'20210218213054Z',b'20210519213054Z',0,1620479586.9001057
283,www.myauthorz.com,,,,,,R3,Let's Encrypt,0.0,b'20210216145425Z',b'20210517145425Z',0,1620479587.390719
284,bcpzonasegurasbetas.cndigisol.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201216000000Z',b'20211216235959Z',0,1620479586.7622564
285,finanziamento-espresso.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201101000000Z',b'20211101235959Z',0,1620479586.7749784
286,httpsservices.runescape.com-ov.ru,,,,,,R3,Let's Encrypt,0.0,b'20210415092816Z',b'20210714092816Z',0,1620479587.9354174
287,www.wagruopsnetjoin61.wikaba.com,,,,,,R3,Let's Encrypt,0.0,b'20210412054413Z',b'20210711054413Z',0,1620479586.7650192
288,acemlna.com,,,,,,Amazon,Amazon,0.0,b'20210413000000Z',b'20220512235959Z',0,1620479587.7965457
291,www.amazon-check-co-jp.n2l.top,,,,,,R3,Let's Encrypt,0.0,b'20210411174747Z',b'20210710174747Z',0,1620479587.9763799
292,www.amazon-check-co-jp.u7o.top,,,,,,R3,Let's Encrypt,0.0,b'20210407180211Z',b'20210706180211Z',0,1620479587.103742
293,autodiscover.littleelmapartments.com,,,,,,R3,Let's Encrypt,0.0,b'20210308161212Z',b'20210606161212Z',0,1620479587.2974253
294,mail.relevant.systems,,,,,,R3,Let's Encrypt,0.0,b'20210324194822Z',b'20210622194822Z',0,1620479587.9396622
295,ktpn.kalisz.pl,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210417000000Z',b'20210716235959Z',0,1620479587.0125988
297,67deac72043739575.tempsite.link,,,,,,67deac72043739575.tempsite.link,,0.0,b'20210201145810Z',b'20220201145810Z',18,1620479587.6121316
298,*.r.ag.d.sendibm3.com,,,,,,R3,Let's Encrypt,0.0,b'20210416051950Z',b'20210715051950Z',0,1620479587.7338243
300,peds-ortho.com,,,,,,R3,Let's Encrypt,0.0,b'20210308231114Z',b'20210606231114Z',0,1620479587.0918267
302,autodiscover.megacredi.com,,,,,,R3,Let's Encrypt,0.0,b'20210329053354Z',b'20210627053354Z',0,1620479586.67126
304,www.firstireland.com,,,,,,R3,Let's Encrypt,0.0,b'20210401060132Z',b'20210630060132Z',0,1620479586.6783876
305,*.tokullarmobilya.com,,,,,,R3,Let's Encrypt,0.0,b'20210416171729Z',b'20210715171729Z',0,1620479587.9416862
307,santoshwomencarehospital.com,,,,,,R3,Let's Encrypt,0.0,b'20210416050621Z',b'20210715050621Z',0,1620479586.9280968
308,dvlataxreturn.co,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210221000000Z',b'20220221235959Z',0,1620479587.019522
309,webmail.qdevtools.com,,,,,,R3,Let's Encrypt,0.0,b'20210220171052Z',b'20210521171052Z',0,1620479587.3164575
310,mail.glsword.com,,,,,,R3,Let's Encrypt,0.0,b'20210214192752Z',b'20210515192752Z',0,1620479586.835333
312,*.adscouponaccountscampaign.com,,,,,,Actalis Domain Validation Server CA G3,Actalis S.p.A.,0.0,b'20210203041858Z',b'20220306041858Z',0,1620479587.6702657
313,ilovemymess.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210313000000Z',b'20210611235959Z',0,1620479586.9193797
314,webmail.nios.education,,,,,,R3,Let's Encrypt,0.0,b'20210314085553Z',b'20210612085553Z',0,1620479587.6473777
316,balanciastore1.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210305000000Z',b'20210603235959Z',0,1620479587.9768896
319,blinusa.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210410000000Z',b'20210709235959Z',0,1620479587.6732836
320,*.htmlcomponentservice.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210205000000Z',b'20210804235959Z',0,1620479586.7854648
322,betterbacktogether.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210405000000Z',b'20210704235959Z',0,1620479587.2245855
325,sikikoparoles.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210312000000Z',b'20210610235959Z',0,1620479588.040679
326,services.runescape.com-fe.ru,,,,,,R3,Let's Encrypt,0.0,b'20210415003311Z',b'20210714003311Z',0,1620479586.6874073
328,*.inforia.net,,,,,,R3,Let's Encrypt,1.0,b'20210125101926Z',b'20210425101926Z',0,1620479587.5623715
329,webdisk.pathayescon.cl,,,,,,R3,Let's Encrypt,0.0,b'20210308022808Z',b'20210606022808Z',0,1620479587.3205643
330,recso.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210221000000Z',b'20210522235959Z',0,1620479587.4736354
331,flixpassed.com,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,0.0,b'20210203000000Z',b'20220203235959Z',0,1620479586.9260037
332,alfrescocomforts.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20200709100919Z',b'20210709100919Z',0,1620479586.7020276
333,*.islaspacificos.com,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,0.0,b'20210301000000Z',b'20220228235959Z',0,1620479586.7117054
337,jalapaonews.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210226032935Z',b'20210527032935Z',0,1620479587.0134692
342,velvet.by,,,,,,ZeroSSL RSA Domain Secure Site CA,ZeroSSL,0.0,b'20210208000000Z',b'20210509235959Z',0,1620479586.9512744
343,thetemple.ie,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210314000000Z',b'20210612235959Z',0,1620479587.0131562
349,biolinky.co,,,,,,R3,Let's Encrypt,0.0,b'20210409221331Z',b'20210708221331Z',0,1620479586.6515849
350,eletronicarwm.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210326015627Z',b'20210624015627Z',0,1620479586.5586321
351,unpaid-transaction.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210412000000Z',b'20220412235959Z',0,1620479587.1254587
352,webdisk.parkinsonsct.org,,,,,,R3,Let's Encrypt,0.0,b'20210315223814Z',b'20210613223814Z',0,1620479586.629385
354,*.creatorlink.net,,,,,,R3,Let's Encrypt,0.0,b'20210225062858Z',b'20210526062858Z',0,1620479586.9944654
357,almotamadris.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210321000000Z',b'20210619235959Z',0,1620479586.9788218
359,realestate-page-homes.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210404000000Z',b'20220404235959Z',0,1620479588.1107342
362,*.email.office.com,Microsoft Corporation,US,,,,Microsoft RSA TLS CA 02,Microsoft Corporation,0.0,b'20200929141958Z',b'20210929141958Z',0,1620479586.601805
365,*.bestchanged.ru,,,,,,R3,Let's Encrypt,0.0,b'20210306202936Z',b'20210604202936Z',0,1620479587.871671
367,blueprint.sd,,,,,,R3,Let's Encrypt,0.0,b'20210408125733Z',b'20210707125733Z',0,1620479587.028526
369,gonevis.com,,,,,,R3,Let's Encrypt,0.0,b'20210302202616Z',b'20210531202616Z',0,1620479587.53469
371,cpanel.alealtaseguros.com,,,,,,R3,Let's Encrypt,0.0,b'20210330082315Z',b'20210628082315Z',0,1620479587.3417935
372,mailview.securemx.jp.beautychoice.ca,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210407000000Z',b'20220407235959Z',0,1620479587.2449753
374,webdisk.mariscoselcamaron.com,,,,,,R3,Let's Encrypt,0.0,b'20210302190229Z',b'20210531190229Z',0,1620479587.2764354
377,redlinegym.com,,,,,,R3,Let's Encrypt,0.0,b'20210309231328Z',b'20210607231328Z',0,1620479587.944012
378,com.ghasalah.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210413000000Z',b'20210712235959Z',0,1620479587.0188305
380,nwsecure-payee-cancel.com,,,,,,ZeroSSL RSA Domain Secure Site CA,ZeroSSL,0.0,b'20210406000000Z',b'20210705235959Z',0,1620479587.3051043
381,linktr.ee,,,,,,R3,Let's Encrypt,0.0,b'20210328054623Z',b'20210626054623Z',0,1620479587.8749497
382,app.adjust.com,Adjust GmbH,DE,Private Organization,HRB 140616,Berlin,DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,0.0,b'20200115000000Z',b'20220419000000Z',0,1620479587.4733818
384,www.amazon-check-co-jp.x8g.top,,,,,,R3,Let's Encrypt,0.0,b'20210403165446Z',b'20210702165446Z',0,1620479587.9087772
388,abricot.o2switch.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210106000000Z',b'20220106235959Z',0,1620479587.0581942
390,binance-china.com,,,,,,R3,Let's Encrypt,0.0,b'20210410143317Z',b'20210709143317Z',0,1620479587.4001904
393,edoism.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210319000000Z',b'20210617235959Z',0,1620479588.0168
397,futbolfinanciero.com.pe,,,,,,R3,Let's Encrypt,0.0,b'20210317180700Z',b'20210615180700Z',0,1620479586.687711
398,ziifashion.dicoding.skom.id,,,,,,R3,Let's Encrypt,0.0,b'20210307064633Z',b'20210605064633Z',0,1620479587.2495525
399,lesimprimantes6d.fr,,,,,,R3,Let's Encrypt,0.0,b'20210225095058Z',b'20210526095058Z',0,1620479586.886933
401,o2-billsetup.co.uk,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210325000000Z',b'20220325235959Z',0,1620479587.565621
402,*.weblium.site,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20210323105021Z',b'20220323105021Z',0,1620479587.61661
403,alumdecor.ru,,,,,,R3,Let's Encrypt,0.0,b'20210329033137Z',b'20210627033137Z',0,1620479587.369868
405,wisconsin-dmv-mv3001.com,,,,,,Amazon,Amazon,0.0,b'20200814000000Z',b'20210913120000Z',0,1620479587.3351367
406,*.prossl.de,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,0.0,b'20191028000000Z',b'20211226120000Z',0,1620479587.584278
407,biquyetcongai.com,,,,,,R3,Let's Encrypt,0.0,b'20210311130119Z',b'20210609130119Z',0,1620479587.4083717
412,aushotel.es,,,,,,R3,Let's Encrypt,0.0,b'20210214171308Z',b'20210515171308Z',0,1620479586.8055353
414,www.elexus742.vip.uzman2020.com,,,,,,R3,Let's Encrypt,0.0,b'20210313014430Z',b'20210611014430Z',0,1620479587.6460738
416,graduationabroadconsultants.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210401000000Z',b'20210630235959Z',0,1620479586.6796002
424,missionshashank.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210415000000Z',b'20210714235959Z',0,1620479587.7101228
425,www.imxprs.com,,,,,,GTS CA 1D2,Google Trust Services,0.0,b'20210305235958Z',b'20210603235958Z',0,1620479587.098115
428,*.bekiroglunakliyat.com,,,,,,R3,Let's Encrypt,0.0,b'20210411200405Z',b'20210710200405Z',0,1620479587.044149
429,*.balloonexperienceholland.eu,,,,,,R3,Let's Encrypt,1.0,b'20201225091805Z',b'20210325091805Z',10,1620479586.6661508
431,autodiscover.universalcenterofspirituality.org,,,,,,R3,Let's Encrypt,0.0,b'20210311185907Z',b'20210609185907Z',0,1620479587.545167
432,hubside.fr,,,,,,R3,Let's Encrypt,0.0,b'20210221030857Z',b'20210522030857Z',0,1620479587.9315653
434,cpanel.lexnotes.com.ng,,,,,,R3,Let's Encrypt,0.0,b'20210313145608Z',b'20210611145608Z',0,1620479587.3994074
435,websicredi.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210302170655Z',b'20210531170655Z',0,1620479586.6925795
438,help-correos.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210412000000Z',b'20220412235959Z',0,1620479587.785946
439,click.dealmode.de,,,,,,R3,Let's Encrypt,0.0,b'20210327094044Z',b'20210625094044Z',0,1620479587.881256
440,dolcevitabymerit.com,,,,,,dolcevitabymerit.com,,1.0,b'20180829084409Z',b'20190829084409Z',10,1620479586.7332377
441,webdisk.krieagle.com,,,,,,R3,Let's Encrypt,1.0,b'20210122162826Z',b'20210422162826Z',0,1620479586.7903767
443,autodiscover.soytablaroquero.com,,,,,,R3,Let's Encrypt,0.0,b'20210213193614Z',b'20210514193614Z',0,1620479587.455951
446,jabeyt.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210415000000Z',b'20210714235959Z',0,1620479586.7295842
452,*.vbt.com.tr,,,,,,RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,0.0,b'20201020000000Z',b'20211020235959Z',0,1620479586.9796193
453,autodiscover.csnhc-in-orggg.cf,,,,,,R3,Let's Encrypt,0.0,b'20210404235904Z',b'20210703235904Z',0,1620479587.405985
457,bakari.com.pl,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210309000000Z',b'20210607235959Z',0,1620479586.7097244
458,clck.ru,Yandex LLC,RU,,,,Yandex CA,Yandex LLC,0.0,b'20210315174719Z',b'20210913174719Z',0,1620479587.4251847
464,goldcoastrhinoplasty.com.au,,,,,,R3,Let's Encrypt,0.0,b'20210416033949Z',b'20210715033949Z',0,1620479587.574399
465,paintyourmemory.com.au,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1.0,b'20200506000000Z',b'20210506235959Z',0,1620479586.7087963
467,*.legalmetric.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210313000000Z',b'20220411235959Z',21,1620479586.6837165
468,*.cso.gov.tt,,,,,,*.cso.gov.tt,,0.0,b'20201127154314Z',b'20211127154314Z',18,1620479586.8140473
469,deficitdeatencionperu.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210317000000Z',b'20210615235959Z',0,1620479586.6948996
470,paxful-security.com,,,,,,R3,Let's Encrypt,1.0,b'20210117151942Z',b'20210417151942Z',10,1620479586.9008343
471,3wondersexpeditions.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210322000000Z',b'20210620235959Z',0,1620479587.5691195
473,*.okta-emea.com,"Okta, Inc.",US,,,,DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0.0,b'20200421000000Z',b'20220421120000Z',0,1620479588.0274317
476,edtech.mybusybee.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210331000000Z',b'20210629235959Z',0,1620479586.8900547
480,strivebe.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200912000000Z',b'20210817235959Z',0,1620479587.5432205
484,mail.bicicentroslezama.com,,,,,,R3,Let's Encrypt,0.0,b'20210330171416Z',b'20210628171416Z',0,1620479587.0446503
488,avellinos.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210410000000Z',b'20210709235959Z',0,1620479586.634349
491,f.ssl.fastly.net,"Fastly, Inc.",US,,,,GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,0.0,b'20210331131307Z',b'20211227154001Z',0,1620479587.7420475
492,englishstudio.ir,,,,,,R3,Let's Encrypt,0.0,b'20210313183055Z',b'20210611183055Z',0,1620479586.977618
493,www.myburbankvacations.kerryannparnell.com,,,,,,R3,Let's Encrypt,0.0,b'20210328230653Z',b'20210626230653Z',0,1620479587.5264385
496,cpanel.lookdigital.co,,,,,,R3,Let's Encrypt,0.0,b'20210309013143Z',b'20210607013143Z',0,1620479587.3693004
500,www.wikiarch.cz,,,,,,R3,Let's Encrypt,0.0,b'20210312085431Z',b'20210610085431Z',0,1620479586.8985054
501,sleepmaskz.com,,,,,,R3,Let's Encrypt,0.0,b'20210226195842Z',b'20210527195842Z',0,1620479587.2955587
506,tmphysio.de,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210305000000Z',b'20210603235959Z',0,1620479587.4159203
507,inforsys.co.id,,,,,,GTS CA 1D2,Google Trust Services,0.0,b'20210409012721Z',b'20210708012721Z',0,1620479587.8992393
508,midshopping.ro,,,,,,R3,Let's Encrypt,0.0,b'20210307004749Z',b'20210605004749Z',0,1620479587.1461413
509,heartandsoul.org.au,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20190905000000Z',b'20191204235959Z',10,1620479587.974953
511,scouts.org.sv,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210331000000Z',b'20210629235959Z',0,1620479586.7859595
517,tls.automattic.com,,,,,,R3,Let's Encrypt,0.0,b'20210416191408Z',b'20210715191408Z',0,1620479587.0587053
519,mmprsatx.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210306000000Z',b'20210604235959Z',0,1620479586.8877132
521,typeform.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0.0,b'20201028000000Z',b'20211027235959Z',0,1620479587.272263
523,webmail.bertges.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210312072441Z',b'20210610072441Z',0,1620479586.8485823
524,eledsupply.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210313000000Z',b'20210611235959Z',0,1620479586.9333642
525,vmi392080.contaboserver.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20200616000000Z',b'20210616235959Z',0,1620479586.698956
531,mvno.mapserver.ch,,,,,,R3,Let's Encrypt,0.0,b'20210222000057Z',b'20210523000057Z',0,1620479586.9465413
540,cpcalendars.aanaqa.com,,,,,,R3,Let's Encrypt,0.0,b'20210306154138Z',b'20210604154138Z',0,1620479587.547369
542,web8030.cweb04.gamingweb.de,,,,,,R3,Let's Encrypt,0.0,b'20210415111816Z',b'20210714111816Z',0,1620479587.0314822
544,*.sv.mikecrm.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20201203063518Z',b'20211214082039Z',0,1620479587.3117275
549,invoice-records.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210222000000Z',b'20210523235959Z',0,1620479587.1181128
550,accounts.google.com.brunocpa.com,,,,,,R3,Let's Encrypt,0.0,b'20210214200352Z',b'20210515200352Z',0,1620479587.4125788
552,mail.5thavegroominglounge.com,,,,,,R3,Let's Encrypt,0.0,b'20210315225159Z',b'20210613225159Z',0,1620479587.755251
555,www.oceantires.com,,,,,,R3,Let's Encrypt,0.0,b'20210308125717Z',b'20210606125717Z',0,1620479587.5706897
556,*.magazineluiza.com.br,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200819000000Z',b'20210920000000Z',0,1620479587.790762
558,p1c.servleboncoinser.com,,,,,,R3,Let's Encrypt,0.0,b'20210403085020Z',b'20210702085020Z',0,1620479588.0865607
560,t.marketing1.william-reed.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0.0,b'20200911083617Z',b'20210911083617Z',0,1620479587.9147723
561,viabcpzoniasegurabeta.link,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210128000000Z',b'20220128235959Z',0,1620479587.5595815
563,*.cdnxz.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200924000000Z',b'20210924235959Z',0,1620479587.7377763
